"代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","外資連續買賣日數","外資連續買賣張數","外資連續買賣佔成交(%)","外資連續買賣佔發行量(%)","投信連續買賣日數","投信連續買賣張數","投信連續買賣佔成交(%)","投信連續買賣佔發行量(%)","自營商連續買賣日數","自營商連續買賣張數","自營商連續買賣佔成交(%)","自營商連續買賣佔發行量(%)","三大法人連續買賣日數","三大法人連續買賣張數","三大法人連續買賣佔成交(%)","三大法人連續買賣佔發行量(%)"
"6789","采鈺","587","+14","+2.44","05/15","+1","+733","6.12","0.23","+3","+23","0.09","0.01","+1","+25","0.21","0.01","+1","+765","6.39","0.24"
"6831","邁科","725","+3","+0.42","05/15","+5","+1,737","14.6","2.57","+3","+594","7.87","0.88","-2","-163","-3.47","-0.24","+5","+2,416","20.3","3.58"
"7749","意騰-KY","488","-12","-2.4","05/15","0","0","0","0","+3","+181","7.04","0.39","+1","+6","0.62","0.01","+2","+155","9.56","0.33"
"2204","中華","52","-0.2","-0.38","05/15","-6","-5,264","-44.5","-0.95","+2","+461","9.76","0.08","-2","-10","-0.2","0","-5","-4,653","-42.8","-0.84"
"2313","華通","235.5","-10","-4.07","05/15","-1","-14,450","-30.6","-1.21","+2","+406","0.36","0.03","-1","-1,119","-2.37","-0.09","-1","-15,518","-32.9","-1.3"
"2347","聯強","82.4","-0.9","-1.08","05/15","-4","-3,664","-20","-0.22","+2","+1,587","18.5","0.1","-6","-669","-2.43","-0.04","-4","-3,492","-19","-0.21"
"2727","王品","236.5","-0.5","-0.21","05/15","+9","+1,726","33.3","2.08","+2","+82","7.69","0.1","-1","-3","-0.61","0","+11","+2,001","35.1","2.41"
"3004","豐達科","121","+4","+3.42","05/15","+2","+137","10.2","0.21","+2","+45","3.34","0.07","0","0","0","0","+2","+182","13.5","0.28"
"3028","增你強","78.7","-0.1","-0.13","05/15","+2","+3,114","21.6","1.31","+2","+267","1.85","0.11","-7","-778","-1.29","-0.33","+2","+3,013","20.9","1.27"
"3044","健鼎","477.5","-34.5","-6.74","05/15","-1","-1,097","-15.8","-0.21","+2","+218","1.32","0.04","-2","-271","-1.64","-0.05","-1","-1,075","-15.5","-0.2"
"3090","日電貿","142","+12.5","+9.65","05/15","+1","+2,723","18.2","0.95","+2","+1,905","4.37","0.66","+1","+441","2.94","0.15","+1","+4,149","27.7","1.44"
"3529","力旺","3830","-90","-2.3","05/15","+5","+1,351","22.6","1.81","+2","+25","2.38","0.03","-1","-13","-2.47","-0.02","+5","+1,228","20.5","1.64"
"4746","台耀","53.8","+0.7","+1.32","05/15","+1","+263","16.9","0.22","+2","+428","14.9","0.36","-1","-3","-0.2","0","+1","+474","30.5","0.39"
"5274","信驊","17195","-615","-3.45","05/15","-1","-12","-4.94","-0.03","+2","+14","2.57","0.04","+1","0","0.11","0","-1","-8","-3.22","-0.02"
"5347","世界","176.5","+1.5","+0.86","05/15","+3","+7,763","6.81","0.42","+2","+4,134","4.62","0.22","-1","-1,259","-2.53","-0.07","+3","+8,929","7.84","0.48"
"5439","高技","391","-20","-4.87","05/15","-1","-1,665","-12.6","-1.79","+2","+752","3.39","0.81","-1","-90","-0.68","-0.1","-1","-1,501","-11.4","-1.61"
"5534","長虹","76.3","-0.3","-0.39","05/15","-4","-2,129","-49.9","-0.68","+2","+400","15.9","0.13","+1","+2","0.2","0","-4","-1,422","-33.4","-0.45"
"6146","耕興","214.5","-5.5","-2.5","05/15","-3","-279","-12.7","-0.27","+2","+287","21.4","0.28","-1","-7","-1.08","-0.01","-1","-48","-7.21","-0.05"
"6510","精測","3735","-415","-10","05/15","-1","-182","-15.6","-0.55","+2","+156","6.15","0.48","-1","-46","-3.98","-0.14","-1","-175","-15","-0.53"
"6515","穎崴","9780","-760","-7.21","05/15","-1","-99","-27.8","-0.27","+2","+174","20","0.48","-1","-17","-4.92","-0.05","-1","-46","-12.8","-0.13"
"6715","嘉基","479","-8","-1.64","05/15","+1","+69","10.1","0.1","+2","+354","22.7","0.53","-1","-10","-1.52","-0.02","+3","+513","21.6","0.76"
"8996","高力","1040","-25","-2.35","05/15","-5","-1,561","-12.3","-1.67","+2","+563","13","0.6","-1","-39","-1.84","-0.04","+2","+119","2.75","0.13"
"9907","統一實","16.1","-0.3","-1.83","05/15","-27","-44,732","-40.5","-2.83","+2","+1,028","7.77","0.07","+1","0","0","0","-27","-43,168","-39.1","-2.73"
"9939","宏全","125","+4","+3.31","05/15","+1","+130","4.07","0.04","+2","+460","9.55","0.16","+1","+5","0.16","0","+5","+3,801","24.5","1.28"
"9958","世紀鋼","104.5","-5.5","-5","05/15","-1","-1,502","-34.7","-0.61","+2","+613","7.7","0.25","-1","-40","-0.92","-0.02","-1","-1,235","-28.5","-0.5"
