Unnamed: 0_level_1,Unnamed: 1_level_1,#,股票代號/名稱,類別,20260618,0626,0703,0709,0717,0724,Unnamed: 11_level_1,走 勢,總增減,Unnamed: 14_level_1,上週持有%,今日 收盤價,今日 漲跌,Unnamed: 18_level_1
,,1,8039台虹,電子零組件,1.87,0.34,0.02,0.02,9.70,0.88,,30,12.83,,68.90,240.00,-16.00,
,,2,8033雷虎,其他,-0.37,1.36,10.37,2.62,-2.37,-1.00,,31,10.61,,38.21,187.00,-3.50,
,,3,8261富鼎,半導體,8.67,3.71,1.86,-2.85,-0.87,-0.16,,50,10.36,,52.03,217.00,-18.00,
,,4,3605宏致,電子零組件,-0.10,1.23,7.65,1.39,-3.75,3.83,,31,10.25,,55.91,91.00,-3.50,
,,5,1312國喬,塑膠,-0.03,0.83,0.92,-1.59,9.04,-0.11,,30,9.06,,59.93,13.20,-0.75,
,,6,3413京鼎,半導體,1.32,-0.75,6.47,-0.01,3.52,-1.55,,30,9.00,,51.07,327.50,-13.50,
,,7,2377微星,電腦週邊,0.04,0.73,2.39,1.34,1.29,1.91,,31,7.70,,66.48,146.50,-5.50,
,,8,2243宏旭-KY,汽車,3.45,-0.68,0.15,4.83,-0.43,0.31,,31,7.63,,69.16,50.40,-4.00,
,,9,2483百容,電子零組件,-0.75,2.67,2.35,0.32,-0.12,1.63,,31,6.10,,66.19,40.15,0.30,
,,10,6213聯茂,電子零組件,1.38,7.70,-0.03,-0.05,-1.43,-1.69,,10,5.88,,62.15,309.50,-34.00,
,,11,2618長榮航,航運,2.67,1.51,0.57,0.09,0.27,0.42,,50,5.53,,80.21,40.70,-0.15,
,,12,6409旭隼,其他電子,0.86,-0.46,3.04,1.17,-0.42,1.24,,31,5.43,,67.43,1015.00,15.00,
,,13,4977眾達-KY,通信網路,2.11,-0.02,0.19,-0.42,3.82,-0.74,,30,4.94,,22.11,139.00,4.50,
,,14,6525捷敏-KY,半導體,-0.64,1.51,1.56,2.73,-0.48,0.10,,31,4.78,,69.22,141.50,-7.50,
,,15,8476台境*,綠能,1.19,1.95,1.64,0.23,0.06,-0.32,,10,4.75,,71.45,23.25,-1.30,
,,16,6202盛群,半導體,3.47,0.22,1.09,-0.57,1.03,-0.51,,30,4.73,,40.72,54.20,-2.00,
,,17,3356奇偶,光電,1.94,0.68,0.70,0.57,0.55,0.22,,10,4.66,,33.24,58.30,0.30,
,,18,1709和益,化學,0.25,-0.15,0.65,0.42,2.77,0.63,,30,4.57,,67.39,26.25,-0.95,
,,19,1316上曜,營建,-0.07,0.24,0.31,-0.06,3.95,0.19,,30,4.56,,43.10,10.25,0.05,
,,20,6141柏承,電子零組件,-0.83,1.80,-0.32,0.52,1.59,1.39,,30,4.15,,54.70,38.65,-4.25,
,,21,6672騰輝電子-KY,電子零組件,2.16,7.29,-0.53,-1.21,-0.21,-3.37,,30,4.13,,30.48,224.50,-6.50,
,,22,6491晶碩,生技醫療業,-0.79,1.62,0.87,3.47,-0.79,-0.27,,31,4.11,,63.09,331.50,-4.50,
,,23,2610華航,航運,1.37,2.55,0.18,0.12,-0.20,-0.01,,31,4.01,,72.42,20.50,-0.10,
,,24,6191精成科,電子零組件,1.61,-0.10,4.64,-0.40,-1.55,-0.41,,31,3.79,,57.65,88.90,-0.90,
,,25,5269祥碩,半導體,0.06,0.01,2.34,0.92,1.14,-0.69,,30,3.78,,59.29,1385.00,-20.00,
,,26,3035智原,半導體,2.34,2.67,-1.73,0.33,-0.24,0.32,,31,3.69,,31.15,197.50,4.50,
,,27,3055蔚華科,電子通路,-0.96,0.27,3.73,0.17,0.16,0.25,,31,3.62,,70.44,135.50,-15.00,
,,28,2401凌陽,半導體,2.48,1.64,0.48,-1.07,-0.19,0.23,,50,3.57,,43.02,28.15,-0.05,
,,29,6753龍德造船,航運,0.07,0.08,3.27,1.00,-0.22,-0.67,,10,3.53,,61.81,140.00,1.50,
,,30,2476鉅祥,電子零組件,0.77,1.34,0.43,0.08,0.93,-0.19,,30,3.36,,67.03,119.00,-1.50,
,,31,3712永崴投控,電腦週邊,0.17,0.24,0.19,1.30,0.74,0.67,,10,3.31,,57.40,18.65,0.30,
,,32,2241艾姆勒,汽車,1.87,1.21,-0.78,0.13,0.98,-0.31,,30,3.10,,45.79,35.00,0.80,
,,33,8046南電,電子零組件,-0.15,2.46,0.82,-0.05,0.08,-0.22,,30,2.94,,85.47,1110.00,-120.00,
,,34,2485兆赫,通信網路,0.29,-0.68,0.48,0.57,0.75,1.40,,50,2.81,,22.40,40.20,-1.35,
,,35,3033威健,電子通路,0.01,0.22,0.85,0.30,3.06,-1.64,,30,2.80,,43.90,50.00,-0.50,
,,36,2455全新,通信網路,3.65,-0.28,-0.61,-2.05,1.08,0.99,,30,2.78,,51.52,333.00,-12.00,
,,37,4764雙鍵,化學,0.56,0.57,0.50,0.01,0.93,0.21,,30,2.78,,77.15,279.50,0.00,
,,38,2388威盛,半導體,0.90,1.64,-0.47,0.00,0.09,0.60,,50,2.76,,69.12,74.90,1.50,
,,39,3653健策,電子零組件,0.67,-0.54,1.02,0.08,0.20,1.33,,50,2.76,,70.55,3430.00,-280.00,
,,40,3060銘異,電腦週邊,6.54,0.98,-1.04,-1.41,-0.98,-1.37,,30,2.72,,23.29,28.90,-1.00,
,,41,9933中鼎,其他,0.36,0.33,-0.41,2.01,0.29,0.07,,10,2.65,,62.24,40.05,-0.30,
,,42,1301台塑,塑膠,0.27,1.72,0.24,-0.57,0.68,0.31,,30,2.65,,75.24,62.70,-3.50,
,,43,6695芯鼎,半導體,-0.32,5.07,-1.15,-0.57,0.22,-0.64,,30,2.61,,50.35,52.00,-1.00,
,,44,1342八貫,其他,1.00,0.64,-0.14,0.94,0.27,-0.11,,10,2.60,,59.90,111.00,-2.00,
,,45,2634漢翔,航運,0.53,0.41,1.85,-0.04,0.20,-0.44,,30,2.51,,51.00,65.40,3.50,
,,46,2449京元電子,半導體,-0.83,5.60,1.72,-1.27,-0.49,-2.34,,30,2.39,,64.23,271.00,-15.00,
,,47,6831邁科,電腦週邊,-0.01,1.52,2.06,-1.23,-1.27,1.31,,31,2.38,,62.62,678.00,8.00,
,,48,4155訊映,生技醫療業,0.19,0.52,0.17,0.47,0.98,0.01,,30,2.34,,45.69,15.35,-0.20,
,,49,3026禾伸堂,電子零組件,0.78,-1.14,-0.03,0.72,1.04,0.96,,30,2.33,,58.80,640.00,-57.00,
,,50,3022威強電,電腦週邊,0.03,0.05,-1.13,2.74,-0.92,1.54,,31,2.31,,64.18,94.00,1.80,
,,51,2466冠西電,光電,-0.04,-0.50,0.85,2.00,0.22,-0.25,,10,2.28,,89.92,95.00,-9.00,
,,52,1734杏輝,生技醫療業,0.08,1.07,0.72,0.73,-0.31,-0.09,,31,2.20,,49.80,31.40,0.00,
,,53,4961天鈺,半導體,0.04,0.46,-0.12,1.78,0.04,-0.01,,10,2.19,,44.63,160.50,-1.00,
,,54,912000晨訊科-DR,存託憑證,0.57,-0.52,0.89,0.81,0.89,-0.46,,30,2.18,,34.55,2.75,-0.07,
,,55,4551智伸科,汽車,2.09,1.32,-0.13,0.24,0.32,-1.68,,30,2.16,,81.38,184.00,-4.00,
,,56,2103台橡,橡膠,0.30,0.44,-0.01,1.42,0.06,-0.09,,10,2.12,,56.52,23.30,-0.55,
,,57,1540喬福,電機,0.60,0.25,-0.06,0.36,1.28,-0.34,,30,2.09,,36.57,21.45,-0.10,
,,58,2404漢唐,其他電子,1.07,-0.17,0.61,-0.72,1.32,-0.03,,30,2.08,,54.42,1120.00,-45.00,
,,59,3041揚智,半導體,4.82,-1.10,0.12,-0.30,-0.90,-0.57,,31,2.07,,25.74,23.70,-0.50,
,,60,6934心誠鎂,生技醫療業,0.04,0.20,1.32,0.30,0.16,0.04,,10,2.06,,66.06,79.00,-0.80,
,,61,5258虹堡,電腦週邊,-0.02,0.51,0.10,0.30,0.98,0.19,,30,2.06,,51.89,52.10,-2.00,
,,62,911608明輝-DR,存託憑證,0.22,1.38,0.12,0.07,0.14,0.11,,30,2.04,,29.90,2.75,0.02,
,,63,6271同欣電,半導體,-0.57,4.41,2.88,-4.35,-0.41,-0.01,,50,1.95,,52.86,189.00,-11.00,
,,64,2107厚生,橡膠,0.50,0.45,0.42,0.08,0.20,0.29,,50,1.94,,63.59,25.95,0.15,
,,65,4770上品,化學,0.05,-0.02,0.70,-0.72,1.35,0.58,,30,1.94,,64.84,227.50,-2.00,
,,66,911622泰聚亨-DR,存託憑證,0.02,1.47,0.14,0.03,0.19,0.09,,30,1.94,,52.05,3.71,-0.02,
,,67,6257矽格,半導體,-0.25,3.05,0.93,-0.15,-0.84,-0.83,,31,1.91,,50.73,217.00,-9.00,
,,68,1210大成,食品,0.28,0.19,0.72,0.26,0.26,0.18,,20,1.89,,65.93,57.80,0.90,
,,69,9136巨騰-DR,存託憑證,0.29,0.58,0.14,0.48,0.73,-0.34,,30,1.88,,67.93,11.10,0.15,
,,70,1733五鼎,生技醫療業,-0.22,0.31,0.28,-0.22,0.92,0.78,,30,1.85,,42.46,32.05,0.40,
,,71,2323中環,光電,0.47,0.81,-0.17,0.98,-0.08,-0.18,,10,1.83,,46.06,10.35,-0.25,
,,72,1314中石化,塑膠,-0.04,0.81,1.82,0.23,-0.67,-0.39,,31,1.76,,41.16,8.27,-0.14,
,,73,1727中華化,化學,2.77,1.75,0.08,-0.91,-1.06,-0.87,,31,1.76,,54.52,76.00,-3.20,
,,74,6136富爾特,通信網路,0.23,-0.03,-0.36,0.53,0.23,1.14,,31,1.74,,46.28,24.40,-0.10,
,,75,2458義隆,半導體,0.38,1.22,-0.44,0.60,0.11,-0.13,,10,1.74,,60.80,168.00,-3.00,
,,76,2527宏璟,營建,-0.40,0.40,0.36,0.06,1.18,0.09,,30,1.69,,81.53,46.15,-2.55,
,,77,7610聯友金屬-創,綠能,-1.02,2.34,-0.34,0.39,0.93,-0.67,,30,1.63,,48.62,1660.00,5.00,
,,78,2611志信,航運,0.32,0.11,0.07,0.38,0.33,0.42,,31,1.63,,47.72,14.20,-0.05,
,,79,3504揚明光,光電,0.78,0.06,0.44,0.08,0.44,-0.20,,30,1.60,,64.85,62.10,-2.60,
,,80,9938百和,其他,-0.25,-0.17,0.01,0.71,0.64,0.66,,31,1.60,,55.15,46.80,-0.10,
,,81,4771望隼,生技醫療業,0.25,-0.04,-0.32,0.61,0.07,1.02,,31,1.59,,60.69,183.00,0.00,
,,82,1513中興電,電機,0.37,1.63,-0.21,-0.26,0.21,-0.15,,30,1.59,,43.24,158.00,-2.00,
,,83,5434崇越,電子通路,0.32,0.09,0.26,-0.04,0.29,0.63,,50,1.55,,55.10,552.00,-7.00,
,,84,6962奕力-KY,半導體,0.84,0.88,0.22,0.06,-0.32,-0.13,,31,1.55,,53.06,32.60,-0.35,
,,85,2359所羅門,其他電子,-0.75,0.28,2.29,-1.49,2.61,-1.42,,30,1.52,,47.13,145.00,3.00,
,,86,6414樺漢,電腦週邊,-0.53,0.56,-0.08,-0.30,0.73,1.13,,50,1.51,,67.45,500.00,-3.00,
,,87,6719力智,半導體,-0.24,4.08,-0.69,-0.27,0.32,-1.70,,30,1.50,,50.85,232.50,0.00,
,,88,6944兆聯實業,綠能,1.00,0.15,-0.32,-0.68,1.20,0.14,,30,1.49,,52.29,786.00,-43.00,
,,89,2030彰源,鋼鐵,0.31,1.31,-0.01,-0.23,0.28,-0.17,,30,1.49,,48.09,17.50,0.00,
,,90,4952凌通,半導體,0.85,0.73,0.08,-0.09,-0.05,-0.03,,50,1.49,,52.79,48.85,-0.65,
,,91,2428興勤,電子零組件,0.65,-0.33,0.19,-0.11,0.02,1.05,,50,1.47,,65.31,241.00,-9.50,
,,92,3596智易,通信網路,0.16,-0.25,0.39,0.66,0.37,0.13,,10,1.46,,74.99,185.00,-2.00,
,,93,1423利華,紡織,0.59,0.49,0.04,-0.02,0.30,0.05,,30,1.45,,83.42,35.60,-0.40,
,,94,3576聯合再生,光電,1.29,-1.94,-0.77,-0.71,1.98,1.59,,30,1.44,,38.97,18.30,-0.05,
,,95,2027大成鋼,鋼鐵,-0.09,-0.16,0.14,0.05,0.32,1.18,,50,1.44,,75.47,43.55,-0.85,
,,96,1472三洋實業,營建,0.07,0.09,0.05,1.03,0.11,0.06,,10,1.41,,81.20,89.50,0.50,
,,97,5871中租-KY,其他,-0.42,0.23,0.18,-0.01,0.78,0.64,,30,1.40,,70.73,120.00,-0.50,
,,98,2520冠德,營建,0.36,-0.15,0.30,0.26,0.41,0.21,,30,1.39,,72.54,34.95,-0.15,
,,99,3704合勤控,通信網路,0.43,0.21,-0.31,0.03,0.44,0.59,,50,1.39,,66.91,46.80,0.25,
,,100,2465麗臺,電腦週邊,0.32,-0.76,0.16,0.79,0.21,0.67,,31,1.39,,37.36,80.50,-2.20,
,,101,3092鴻碩,電子零組件,0.12,0.15,0.50,0.65,-0.02,-0.03,,10,1.37,,37.65,24.40,-0.20,
,,102,3416融程電,電腦週邊,0.60,-0.47,0.36,0.29,0.35,0.24,,30,1.37,,57.25,183.50,5.00,
,,103,2867三商壽,金融,0.18,0.17,0.16,0.29,0.16,0.39,,31,1.35,,86.20,9.28,0.10,
,,104,5521工信,營建,0.44,0.19,0.71,-0.36,0.09,0.28,,50,1.35,,58.20,10.15,-0.10,
,,105,2427三商電,資訊服務,0.00,0.21,1.01,0.32,-0.39,0.20,,31,1.35,,53.64,23.20,0.00,
,,106,6715嘉基,電子零組件,0.40,1.96,-0.42,-0.41,0.29,-0.48,,30,1.34,,80.09,424.50,-1.00,
,,107,1563巧新,汽車,-0.35,0.81,-0.28,0.91,-0.21,0.46,,31,1.34,,48.40,61.90,0.90,
,,108,1219福壽,食品,0.08,-0.01,0.20,0.52,0.45,0.08,,10,1.32,,63.19,11.85,0.20,
,,109,2845遠東銀,金融,0.45,0.17,0.11,0.28,0.20,0.11,,10,1.32,,74.99,13.35,0.15,
,,110,3714富采,光電,0.14,0.76,-0.41,0.02,0.27,0.54,,50,1.32,,41.91,54.60,0.90,
,,111,2884玉山金,金融,0.45,0.21,-0.13,0.21,0.16,0.42,,31,1.32,,73.10,35.95,0.30,
,,112,2516新建,營建,0.07,0.40,0.12,0.19,0.48,0.04,,30,1.30,,72.46,14.15,0.15,
,,113,1516川飛,其他,0.21,1.01,0.01,0.00,0.01,0.06,,50,1.30,,64.82,16.00,-0.05,
,,114,2425承啟,電腦週邊,1.42,1.92,-2.05,-0.52,-0.17,0.70,,50,1.30,,50.01,46.85,1.05,
,,115,2486一詮,光電,0.47,-0.17,0.41,-0.85,3.31,-1.89,,30,1.28,,40.73,219.00,-20.00,
,,116,6505台塑化,油電燃氣,0.01,0.08,0.06,0.10,0.58,0.45,,30,1.28,,96.06,85.80,-7.40,
,,117,8016矽創,半導體,-1.27,1.21,0.01,2.21,-0.61,-0.28,,31,1.27,,45.70,294.00,-4.00,
,,118,5285界霖,半導體,1.44,-4.98,2.34,2.53,-0.42,0.32,,31,1.23,,62.53,77.50,-2.60,
,,119,2892第一金,金融,0.39,0.27,0.09,0.23,0.07,0.17,,31,1.22,,71.58,34.30,0.15,
,,120,1313聯成,塑膠,0.08,-0.12,0.12,1.13,-0.18,0.16,,31,1.19,,67.98,11.95,-0.35,
,,121,2637慧洋-KY,航運,-0.12,-0.20,-0.34,0.88,0.64,0.31,,10,1.17,,82.80,83.80,2.50,
,,122,1710東聯,化學,-0.03,0.21,0.99,0.14,0.05,-0.20,,10,1.16,,62.57,15.75,-1.05,
,,123,6830汎銓,其他電子,0.58,-0.96,1.07,-1.23,0.98,0.72,,30,1.16,,35.14,363.50,-13.00,
,,124,2727王品,觀光,0.16,1.28,0.03,-0.65,-1.12,1.45,,31,1.15,,36.58,220.50,-1.50,
,,125,3665貿聯-KY,其他電子,-0.42,-0.57,-0.04,0.19,2.16,-0.17,,30,1.15,,60.76,2205.00,-80.00,
,,126,1609大亞,電器電纜,0.07,-0.49,0.41,1.66,-0.36,-0.14,,31,1.15,,31.98,36.85,-0.95,
,,127,3450聯鈞,半導體,-0.62,3.77,-1.35,0.05,-0.68,-0.03,,31,1.14,,46.94,427.00,-47.00,
,,128,4736泰博,生技醫療業,0.00,0.00,0.43,0.47,0.02,0.22,,31,1.14,,51.06,129.50,-0.50,
,,129,5880合庫金,金融,0.31,0.27,0.03,0.15,0.16,0.21,,50,1.13,,74.14,25.65,0.05,
,,130,4737華廣,生技醫療業,0.63,0.08,0.10,0.04,0.21,0.07,,30,1.13,,62.04,56.40,1.00,
,,131,2436偉詮電,半導體,0.64,2.92,0.79,-0.20,-2.04,-0.98,,31,1.13,,25.79,59.30,-0.90,
,,132,9912偉聯,電腦週邊,-0.62,0.09,0.83,0.63,0.04,0.14,,31,1.11,,62.54,12.65,0.15,
,,133,1558伸興,電機,0.03,0.01,0.01,0.22,0.30,0.53,,50,1.10,,35.55,90.30,0.60,
,,134,3006晶豪科,半導體,0.18,1.28,-1.26,-0.94,2.71,-0.87,,30,1.10,,53.71,206.00,-6.50,
,,135,1233天仁,食品,0.08,0.07,0.05,0.78,0.05,0.06,,31,1.09,,75.41,29.20,0.05,
,,136,910861神州-DR,存託憑證,-0.11,-0.03,0.01,-0.04,-0.26,1.52,,31,1.09,,36.35,4.03,-0.01,
,,137,4306炎洲,塑膠,0.52,0.49,0.20,0.06,-0.26,0.08,,31,1.09,,57.35,14.60,-0.10,
,,138,6598ABC-KY,生技醫療業,0.04,0.37,-0.35,0.46,0.32,0.25,,10,1.09,,52.63,27.70,-0.65,
,,139,3043科風,其他電子,0.02,0.03,-0.02,-0.01,0.04,1.02,,50,1.08,,20.13,20.75,-0.15,
,,140,7749意騰-KY,半導體,-0.02,0.01,0.03,-0.01,1.39,-0.32,,30,1.08,,50.29,355.50,-5.50,
,,141,4934太極,光電,1.11,0.23,0.50,-0.47,0.08,-0.37,,30,1.08,,35.07,15.25,0.05,
,,142,1713國化,化學,0.71,0.35,0.28,-0.02,-0.19,-0.05,,31,1.08,,73.72,48.20,0.20,
,,143,3311閎暉,通信網路,0.06,1.15,-0.14,0.02,-0.96,0.94,,31,1.07,,56.71,34.15,-0.05,
,,144,3138耀登,通信網路,0.67,-0.73,0.98,-0.02,-0.45,0.62,,31,1.07,,28.01,98.20,-2.80,
,,145,4536拓凱,運動,-0.52,0.00,0.93,0.03,-0.23,0.86,,31,1.07,,56.64,165.50,1.50,
,,146,2101南港,橡膠,0.10,-0.09,0.20,0.63,0.08,0.14,,31,1.06,,65.52,33.00,-0.45,
,,147,6117迎廣,電腦週邊,-0.42,0.01,0.01,-0.03,0.47,1.02,,50,1.06,,54.87,67.50,-0.40,
,,148,6277宏正,電腦週邊,-0.22,0.27,0.04,0.26,-0.02,0.73,,31,1.06,,56.30,78.00,0.60,
,,149,8466美吉吉-KY,其他,0.51,0.08,-0.37,0.57,0.13,0.13,,21,1.05,,77.57,17.10,-0.30,
,,150,3003健和興,電子零組件,0.39,0.17,0.04,0.57,0.11,-0.24,,10,1.04,,58.25,59.10,-1.70,
,,151,1103嘉泥,水泥,0.07,0.01,1.05,-0.04,-0.04,-0.02,,41,1.03,,80.27,13.15,0.05,
,,152,1532勤美,電機,0.51,0.05,0.22,0.10,0.10,0.05,,20,1.03,,66.49,23.30,0.05,
,,153,3017奇鋐,電腦週邊,0.39,0.42,0.00,-0.29,-0.06,0.57,,50,1.03,,65.83,2380.00,-60.00,
,,154,1402遠東新,紡織,0.52,0.38,0.14,0.09,-0.24,0.14,,31,1.03,,88.61,27.35,0.15,
,,155,5469瀚宇博,電子零組件,0.92,0.23,0.55,0.18,-0.84,-0.02,,31,1.02,,71.79,72.00,0.40,
,,156,8499鼎炫-KY,其他電子,0.00,0.00,0.99,0.02,0.00,0.01,,31,1.02,,79.83,264.00,-5.50,
,,157,2542興富發,營建,0.07,-0.37,-0.43,0.54,0.25,0.96,,31,1.02,,64.04,44.20,-0.75,
,,158,9939宏全,其他,0.03,0.13,-0.59,0.76,0.15,0.53,,31,1.01,,61.81,129.50,-0.50,
,,159,1531高林股,電機,0.05,0.26,-0.03,0.35,0.14,0.24,,31,1.01,,64.48,13.00,0.00,
,,160,1326台化,塑膠,0.61,0.58,-0.03,-0.41,-0.23,0.48,,50,1.00,,82.81,67.50,-4.20,
,,161,9103美德醫療-DR,存託憑證,0.28,-0.07,0.35,0.20,-0.11,0.34,,31,0.99,,11.72,5.38,-0.35,
,,162,2645長榮航太,航運,0.03,0.42,1.53,0.31,-0.40,-0.91,,10,0.98,,85.28,196.50,-1.50,
,,163,2537聯上發,營建,0.26,-0.76,0.33,0.27,0.48,0.40,,30,0.98,,59.64,11.05,0.05,
,,164,1736喬山,運動,-0.04,0.22,0.51,0.04,0.30,-0.06,,30,0.97,,88.47,136.50,5.00,
,,165,4746台耀,生技醫療業,0.36,0.09,0.40,0.22,0.52,-0.62,,30,0.97,,43.00,51.20,-0.50,
,,166,1216統一,食品,0.19,0.07,-0.03,0.39,0.16,0.19,,31,0.97,,89.76,77.40,0.40,
,,167,3321同泰,電子零組件,1.20,-0.07,0.02,-0.88,0.58,0.08,,30,0.93,,48.07,18.75,-0.10,
,,168,2929淘帝-KY,貿易百貨,0.00,0.59,0.30,0.01,0.02,0.01,,30,0.93,,31.04,5.83,-0.02,
,,169,6226光鼎,光電,0.26,3.90,-0.48,2.66,-0.46,-4.96,,10,0.92,,26.46,18.80,0.80,
,,170,5876上海商銀,金融,0.05,-0.14,0.09,-0.03,0.48,0.47,,30,0.92,,87.82,46.15,1.35,
,,171,1467南緯,紡織,0.00,-0.19,0.40,-0.02,0.27,0.45,,50,0.91,,66.88,10.00,-0.30,
,,172,1702南僑,食品,-0.01,0.16,0.20,0.20,0.25,0.10,,30,0.90,,57.40,33.35,0.10,
,,173,2376技嘉,電腦週邊,-0.16,-0.98,0.45,0.18,0.29,1.11,,50,0.89,,70.73,354.50,0.00,
,,174,2457飛宏,電子零組件,0.30,0.89,0.16,0.29,-0.39,-0.37,,31,0.88,,30.03,24.00,-0.60,
,,175,1225福懋油,食品,0.58,0.00,0.11,0.19,0.00,0.00,,21,0.88,,89.85,26.65,0.10,
,,176,2393億光,光電,1.38,0.25,-0.76,0.68,0.03,-0.71,,10,0.87,,67.98,66.10,-0.80,
,,177,6573虹揚-KY,半導體,-0.04,-0.13,0.44,-1.10,1.18,0.52,,30,0.87,,64.67,19.00,-1.15,
,,178,3533嘉澤,電子零組件,0.03,0.76,0.35,-0.03,-0.25,0.01,,31,0.87,,63.95,1970.00,-65.00,
,,179,5203訊連,資訊服務,0.47,0.37,0.55,-0.06,-0.60,0.13,,31,0.86,,45.71,66.60,0.70,
,,180,3588通嘉,半導體,0.16,3.02,-2.01,0.55,-0.19,-0.68,,10,0.85,,28.64,54.70,-0.40,
,,181,2887台新新光金,金融,0.43,0.05,0.20,0.19,0.06,-0.09,,10,0.84,,74.80,34.15,-0.35,
,,182,4968立積,半導體,0.72,2.06,0.38,0.57,-1.38,-1.51,,10,0.84,,17.45,97.40,-2.40,
,,183,2915潤泰全,貿易百貨,0.25,0.22,0.06,-0.33,0.44,0.18,,30,0.82,,69.05,51.40,-0.20,
,,184,4722國精化,化學,1.17,1.82,0.22,-0.56,0.13,-1.96,,30,0.82,,59.70,202.50,-12.00,
,,185,2547日勝生,營建,0.45,-0.01,0.47,0.36,-0.41,-0.04,,31,0.82,,69.95,10.10,0.00,
,,186,3593力銘,電子零組件,0.00,0.02,0.64,0.08,0.06,0.02,,10,0.82,,64.20,13.85,-0.05,
,,187,2367燿華,電子零組件,-0.77,-0.29,0.20,0.34,0.12,1.22,,31,0.82,,28.48,42.10,-2.00,
,,188,1527鑽全,電機,-0.02,0.34,0.05,0.03,0.32,0.10,,30,0.82,,32.48,33.60,0.00,
,,189,4566時碩工業,電機,0.16,0.14,0.18,0.32,-0.53,0.54,,31,0.81,,53.09,71.30,1.90,
,,190,6128上福,電腦週邊,0.36,0.24,0.15,0.02,0.03,0.01,,30,0.81,,59.43,20.30,-0.10,
,,191,1417嘉裕,紡織,0.48,0.03,-0.18,0.40,0.22,-0.14,,10,0.81,,58.34,8.45,-0.05,
,,192,4552力達-KY,電機,0.20,0.25,0.35,-0.03,0.05,-0.01,,30,0.81,,50.90,18.95,-0.20,
,,193,3034聯詠,半導體,0.43,0.10,-0.24,0.18,-0.50,0.83,,31,0.80,,70.81,507.00,4.00,
,,194,6416瑞祺電通,通信網路,-0.48,-0.12,-0.05,0.04,-0.12,1.52,,31,0.79,,47.87,103.50,-3.00,
,,195,1904正隆,造紙,0.16,0.03,0.01,0.57,-0.11,0.13,,31,0.79,,66.77,21.45,-0.25,
,,196,2705六福,觀光,0.43,0.13,0.97,-0.74,0.00,0.00,,40,0.79,,66.34,16.35,0.25,
,,197,1309台達化,塑膠,0.21,-0.02,0.81,-0.59,-0.22,0.59,,50,0.78,,47.03,14.80,-0.60,
,,198,9934成霖,居家,0.09,0.36,-0.05,-0.01,0.14,0.25,,50,0.78,,67.09,10.65,0.00,
,,199,1560中砂,電機,-0.09,1.26,0.39,-0.28,0.37,-0.87,,30,0.78,,65.71,672.00,-30.00,
,,200,6666羅麗芬-KY,生技醫療業,0.00,0.00,0.87,-0.04,-0.04,-0.02,,41,0.77,,78.83,43.85,-0.40,
,,201,2812台中銀,金融,0.03,0.30,-0.01,0.29,0.07,0.09,,31,0.77,,59.33,20.45,0.00,
,,202,4148全宇生技-KY,生技醫療業,0.02,0.66,0.06,0.02,0.00,0.00,,21,0.76,,79.57,31.15,0.15,
,,203,1536和大,汽車,-0.15,-1.07,-0.01,0.03,1.92,0.03,,30,0.75,,34.31,50.90,-0.70,
,,204,6689伊雲谷,雲端,0.00,0.05,0.03,0.00,0.00,0.66,,41,0.74,,48.79,60.70,-0.90,
,,205,3189景碩,半導體,0.75,0.65,-0.88,0.11,0.22,-0.11,,30,0.74,,73.09,711.00,-74.00,
,,206,2331精英,電腦週邊,0.16,0.15,-0.20,0.22,0.18,0.22,,31,0.73,,58.59,19.25,-0.50,
,,207,2405輔信,電腦週邊,0.19,0.40,-0.71,-0.42,0.53,0.74,,50,0.73,,24.95,16.40,-0.25,
,,208,3052夆典,營建,-0.16,0.40,0.69,-0.02,0.33,-0.51,,30,0.73,,56.90,10.70,0.05,
,,209,3705永信,生技醫療業,0.04,0.52,0.10,0.04,0.00,0.03,,31,0.73,,68.75,54.30,0.50,
,,210,6446藥華藥,生技醫療業,0.26,0.82,0.57,-0.24,-0.51,-0.18,,31,0.72,,56.97,1135.00,-15.00,
,,211,6698旭暉應材,其他電子,0.00,0.23,-0.05,0.67,-0.09,-0.05,,31,0.71,,39.12,34.70,-0.25,
,,212,1808潤隆,營建,0.07,0.11,-0.14,0.15,0.29,0.23,,30,0.71,,80.20,32.25,0.20,
,,213,4994傳奇,資訊服務,0.05,0.08,0.05,0.48,0.10,-0.06,,10,0.70,,86.13,92.70,-0.20,
,,214,2911麗嬰房,貿易百貨,0.46,0.39,-0.02,-0.16,0.02,0.01,,30,0.70,,46.08,7.06,0.06,
,,215,1909榮成,造紙,0.13,-0.26,-0.02,0.81,-0.04,0.08,,31,0.70,,67.46,10.05,-0.05,
,,216,3015全漢,電子零組件,0.26,0.42,0.66,0.54,-0.32,-0.86,,10,0.70,,62.96,54.50,-1.70,
,,217,9921巨大,運動,0.22,0.12,-0.24,-0.27,1.13,-0.26,,30,0.70,,65.87,88.70,3.20,
,,218,6957裕慶-KY,其他,-0.76,0.01,-0.80,0.01,1.61,0.62,,30,0.69,,73.60,240.00,-3.00,
,,219,6691洋基工程,其他電子,0.76,0.88,0.30,-0.36,-0.62,-0.28,,31,0.68,,69.22,713.00,-17.00,
